PULocationID,DOLocationID,trip_distance,passenger_count,fare_amount,total_amount,duration,prediction
74,145,5.18,1.0,21.0,29.46,30.0,19.75769349636419
97,61,3.2,1.0,14.5,15.3,18.516666666666666,14.167408672532888
33,195,2.28,2.0,10.0,10.8,12.05,11.246193256239977
74,238,3.18,1.0,13.0,20.55,14.783333333333333,14.039786494417145
75,263,1.35,1.0,6.5,12.06,6.45,9.167857402941435
75,75,0.63,1.0,5.0,6.8,3.7,7.283219147221911
41,116,1.54,1.0,8.0,10.8,8.616666666666667,9.738473081392229
243,244,1.1,1.0,6.5,7.3,6.816666666666666,8.523071281769205
7,7,0.84,1.0,5.0,5.8,4.0,7.137764209691338
74,263,1.85,1.0,9.0,15.06,9.066666666666666,11.051770340998612
24,243,5.53,1.0,25.0,29.55,35.5,22.80977638929329
95,145,8.84,1.0,27.5,33.96,22.316666666666666,24.39719659907025
75,151,1.44,1.0,7.0,9.36,6.016666666666667,9.011689167983256
25,181,2.65,2.0,11.5,15.96,13.35,12.573862033969444
42,247,0.77,1.0,4.5,5.3,2.65,7.38019193941388
130,130,1.92,1.0,8.0,12.8,7.833333333333333,9.765860174592245
130,123,16.59,1.0,47.5,48.3,35.21666666666667,38.692348908023284
75,161,3.06,1.0,11.5,15.05,11.766666666666667,12.44707571907318
262,264,5.25,1.0,21.5,30.06,27.7,20.159340213600707
83,160,2.04,1.0,9.0,11.0,9.883333333333333,10.478840794490086
75,230,3.26,1.0,12.5,18.21,14.266666666666667,13.523247568569762
75,144,8.36,1.0,27.0,34.55,22.916666666666668,24.129993922916434
49,97,1.18,1.0,15.5,19.05,25.05,15.26913069413814
244,220,3.9,1.0,13.0,16.55,9.183333333333334,13.445304113131282
244,239,5.3,1.0,17.0,20.55,12.166666666666666,16.456566976344227
130,131,3.36,1.0,13.0,14.3,14.033333333333333,13.232845587573575
74,244,3.78,1.0,18.0,18.8,25.25,17.303729977309978
92,197,7.18,1.0,29.5,33.05,35.983333333333334,25.831882782082467
263,263,0.95,6.0,5.5,11.31,5.766666666666667,7.781926703929927
97,95,10.4,2.0,33.0,42.25,36.05,28.437074475767538
244,152,1.53,3.0,7.5,9.3,7.95,8.928649501010595
7,7,1.22,1.0,7.5,9.96,9.233333333333333,9.097473498242753
166,75,2.21,1.0,11.0,11.8,13.483333333333333,11.505415893299755
41,151,1.18,1.0,6.5,8.76,6.716666666666667,8.69068685683973
7,157,6.02,1.0,26.5,28.3,37.06666666666667,23.523456646816435
95,134,0.9,1.0,6.0,7.8,5.633333333333334,8.15469642092598
74,43,0.51,1.0,4.0,4.8,2.9166666666666665,6.389299209957668
244,244,0.6,1.0,4.0,4.8,2.8833333333333333,6.672534714990476
244,42,2.69,2.0,13.0,15.18,17.233333333333334,12.786123121308771
130,197,2.55,1.0,11.5,16.3,12.583333333333334,12.541170672462352
189,25,0.97,1.0,8.0,10.56,11.133333333333333,9.227228776845216
95,258,2.25,1.0,12.5,14.3,16.933333333333334,13.307657724484272
121,130,1.01,1.0,6.5,9.8,7.383333333333334,8.571040324655165
244,239,5.53,1.0,19.0,22.55,17.1,17.93568330561586
122,191,1.19,1.0,7.5,9.3,8.0,9.378954976141758
95,95,0.79,1.0,5.5,7.56,5.2,7.693509326281401
43,42,2.31,1.0,11.0,11.8,13.516666666666667,11.614031976839115
74,75,0.81,1.0,8.0,12.0,10.65,9.65037318205366
74,75,1.03,1.0,6.0,6.8,5.766666666666667,7.957669113819901
41,236,2.05,1.0,9.0,12.55,10.6,10.862764333716452
75,41,0.71,1.0,5.0,5.8,4.7,7.121652626264699
92,53,1.56,1.0,8.0,9.3,7.716666666666667,9.379461350273434
43,238,1.47,1.0,7.0,13.19,6.783333333333333,9.562173941699404
74,75,0.9,1.0,4.5,5.3,2.4833333333333334,6.848333853714724
75,141,1.58,1.0,6.5,13.19,4.183333333333334,8.903071188541556
74,168,4.6,2.0,12.0,12.3,38.483333333333334,12.54985459705578
95,138,5.03,1.0,16.5,20.0,12.7,16.044828439163766
116,237,5.2,1.0,22.0,27.55,26.45,20.491050508872377
244,143,5.73,1.0,19.5,28.81,17.733333333333334,18.422244795034516
41,151,1.2,1.0,7.0,10.79,7.35,9.162595882168024
74,263,2.45,1.0,10.0,17.56,9.433333333333334,11.891480292917914
152,41,0.91,1.0,5.5,8.8,4.716666666666667,7.53271621388509
75,263,1.31,1.0,7.0,13.86,8.0,9.624410492518985
152,74,1.64,1.0,9.0,12.74,11.35,10.242585075067463
236,162,2.88,1.0,11.0,18.06,10.75,12.051755214493712
82,157,1.3,1.0,6.0,8.76,5.7,8.304144888248988
166,74,7.53,1.0,34.0,34.8,54.483333333333334,28.512589983968972
42,152,1.37,1.0,7.0,9.36,7.566666666666666,9.068304937299143
42,42,0.43,1.0,4.0,4.8,2.85,6.438705789753891
41,24,1.2,1.0,8.0,11.44,10.783333333333333,9.524613892185876
193,193,0.0,1.0,3.0,4.94,1.1666666666666667,5.950017994164132
41,74,0.77,1.0,5.0,6.8,3.966666666666667,7.335898453774096
52,97,1.03,1.0,7.5,11.0,9.266666666666667,9.3444700741052
75,75,0.69,1.0,4.5,6.89,2.966666666666667,6.9528296760644395
41,75,1.81,1.0,10.5,13.3,14.45,11.473028902739085
41,41,0.34,1.0,3.5,5.3,2.1,6.134520401044823
74,41,1.1,1.0,6.5,9.96,6.783333333333333,8.410193557355832
40,90,5.36,1.0,21.5,30.06,27.766666666666666,20.036233812230904
179,82,3.58,1.0,15.0,15.8,22.983333333333334,14.462006475250961
74,262,2.0,1.0,8.5,12.05,8.333333333333334,10.51166282481904
97,89,4.3,1.0,19.5,26.3,28.583333333333332,18.34382550958878
42,41,1.2,1.0,6.0,6.8,4.883333333333334,7.915058613149721
75,74,1.36,1.0,6.0,9.36,4.55,8.124151590573994
74,75,1.45,2.0,8.0,10.56,8.85,9.483003580671188
244,116,1.59,1.0,9.0,12.25,11.6,10.176929089341312
244,151,3.94,1.0,15.5,20.3,16.433333333333334,15.185205095205198
41,162,4.32,1.0,17.5,22.05,22.6,17.00945435930898
74,238,2.68,1.0,12.0,16.56,14.283333333333333,13.100619631025836
82,134,3.76,1.0,15.0,16.8,16.8,14.832011092566246
193,193,0.0,1.0,3.5,4.3,2.9166666666666665,6.243696261877971
75,23,27.53,1.0,73.0,83.17,36.583333333333336,57.98777174771819
244,238,5.08,2.0,18.5,27.66,17.016666666666666,17.86630443766945
95,28,1.82,6.0,8.5,9.8,9.166666666666666,9.318259614496814
75,74,0.77,1.0,4.5,6.89,2.933333333333333,6.950044665474927
75,74,0.95,1.0,5.5,6.8,5.1,7.616845379433278
244,262,8.68,1.0,25.5,30.05,18.4,22.873817696098897
75,236,1.21,5.0,6.0,10.51,4.633333333333334,8.367585532733749
75,75,0.47,1.0,4.0,4.8,2.3333333333333335,6.476906136307209
41,43,1.19,1.0,7.0,7.8,6.783333333333333,8.66181965613922
82,95,1.7,6.0,9.5,12.36,11.566666666666666,10.369993229882727
24,116,2.0,1.0,8.0,8.8,6.733333333333333,9.632719857081671
82,42,6.8,1.0,21.0,33.42,15.85,19.72181901771838
131,131,9.53,1.0,41.0,41.8,52.71666666666667,33.905604515815554
75,262,1.61,1.0,9.5,16.86,11.65,11.503894109214473
173,36,6.2,1.0,21.5,22.8,22.983333333333334,19.184103255723283
75,209,8.25,1.0,25.0,31.05,17.7,22.73202287481667
152,243,3.0,1.0,11.0,13.92,9.183333333333334,12.138315823452087
74,166,1.36,1.0,7.5,9.96,7.933333333333334,9.431599575559698
121,131,0.47,1.0,25.3,25.6,2.533333333333333,22.277138025859237
189,65,0.9,1.0,6.0,6.8,6.133333333333334,7.742185122162729
43,233,4.54,1.0,17.5,25.26,19.633333333333333,17.41847979420702
43,237,1.41,1.0,9.0,15.06,11.766666666666667,11.029810106579411
226,182,12.66,1.0,37.0,43.92,28.466666666666665,31.343326759599904
181,188,1.91,1.0,9.5,10.3,10.9,10.686733182592274
41,166,0.99,5.0,6.0,6.8,6.15,7.980171547383138
263,263,0.88,1.0,5.0,10.26,4.6,7.731810887349642
43,163,2.22,1.0,10.0,14.55,11.116666666666667,11.46223658083238
197,49,12.62,1.0,41.0,42.8,36.61666666666667,33.636163587226946
97,189,1.63,1.0,10.0,12.96,12.05,11.340493720958998
244,136,3.94,1.0,15.0,15.8,15.6,14.506586472653114
213,55,28.15,2.0,77.5,87.17,52.11666666666667,61.07526786407195
74,236,1.88,1.0,8.5,15.06,9.1,10.640075455957211
75,168,2.93,1.0,13.0,13.8,15.95,13.392350036086773
65,61,3.4,1.0,14.0,15.8,15.516666666666667,13.916593441022764
95,160,3.15,1.0,13.0,19.8,15.15,13.737942353044582
181,133,2.2,2.0,10.0,10.8,11.5,10.831866282753571
24,75,2.21,1.0,10.5,12.3,12.116666666666667,11.434025616022762
179,179,0.88,1.0,5.5,6.8,5.316666666666666,7.740013935217598
75,75,4.52,1.0,20.0,30.61,28.6,18.96478449108794
95,28,2.3,1.0,9.5,14.69,9.083333333333334,10.673880869712907
75,213,6.69,1.0,20.0,21.3,14.25,18.72826547851428
75,75,0.56,1.0,4.0,5.3,2.7,6.510286715029641
7,179,1.24,1.0,6.5,7.3,6.2,8.726777184960564
52,188,3.01,1.0,13.0,13.8,15.55,13.485646868599586
69,60,1.86,1.0,10.0,10.3,23.35,10.848867544990835
179,68,6.81,1.0,24.0,27.55,30.133333333333333,21.262660106332547
52,228,3.01,1.0,12.5,13.3,14.5,13.227420495959748
38,51,0.0,1.0,34.2,41.12,35.86666666666667,29.21333032202616
65,49,1.78,1.0,8.5,12.09,10.116666666666667,9.934999773215546
116,152,0.9,1.0,5.5,6.3,4.166666666666667,7.73410915398009
23,213,34.18,2.0,89.5,96.42,45.71666666666667,70.51716774737628
33,236,8.96,1.0,29.0,40.69,28.366666666666667,26.210560233048277
95,95,1.0,1.0,6.5,8.76,6.783333333333333,8.446422480619471
75,263,1.5,1.0,7.0,13.81,6.9,9.621081737772888
7,173,3.23,1.0,13.5,14.8,14.783333333333333,13.920383603463886
74,74,0.88,1.0,5.5,8.19,5.2,7.711259640077366
61,17,1.42,1.0,8.0,11.0,9.7,9.443107297617022
116,143,5.2,1.0,17.5,21.05,13.733333333333333,16.767414924966516
75,194,2.72,6.0,9.0,15.92,6.416666666666667,10.55878550485771
116,41,1.79,1.0,8.5,9.3,9.8,9.643257816389264
41,74,0.91,1.0,6.5,7.3,7.083333333333333,8.378481438816156
152,238,1.83,1.0,9.5,13.56,10.5,11.091086317810433
25,61,5.25,1.0,23.5,29.76,32.266666666666666,21.30539748737801
197,244,16.36,1.0,55.0,64.67,51.43333333333333,45.05922790747115
157,138,6.5,1.0,21.7,22.0,9.883333333333333,19.575827185865826
75,75,0.6,1.0,4.5,6.95,4.15,6.956830633173867
129,138,2.81,1.0,9.25,10.05,10.716666666666667,10.447273022146714
75,74,1.39,1.0,6.5,9.12,6.233333333333333,8.444532357791921
52,25,0.6,1.0,4.0,5.76,2.8666666666666667,6.439075401363016
7,119,8.48,1.0,36.5,47.17,44.4,31.405223840829507
130,134,1.16,1.0,8.0,10.98,10.833333333333334,9.655489655770594
41,41,0.54,1.0,3.5,4.3,1.7166666666666666,6.067777008363456
74,75,1.5,1.0,17.0,17.8,28.633333333333333,16.09277175905868
97,25,1.22,1.0,7.5,9.3,9.183333333333334,8.95680431269038
95,160,2.3,1.0,10.5,16.3,11.933333333333334,11.822267902373236
97,63,5.98,1.0,26.5,27.3,40.86666666666667,23.047749598370807
41,236,2.35,1.0,12.0,18.55,15.816666666666666,13.281694951572588
244,48,6.68,1.0,21.0,26.05,15.5,18.982320405063444
127,247,3.89,1.0,14.5,17.3,13.766666666666667,14.770717386712157
75,236,1.2,1.0,7.0,11.55,7.45,9.394910250208547
41,75,1.51,1.0,8.5,11.62,9.766666666666667,10.015270178629223
14,17,0.0,1.0,22.2,23.0,34.5,19.87450186045337
74,238,2.6,1.0,11.0,14.55,13.616666666666667,12.293642832635774
74,236,2.22,1.0,9.5,15.66,9.7,11.352943042180236
75,200,9.04,1.0,29.5,39.0,32.38333333333333,26.26524556184704
41,159,2.66,1.0,10.5,14.69,9.416666666666666,11.800109997200746
75,168,2.53,1.0,9.5,10.8,8.533333333333333,10.837272948013302
236,236,1.03,1.0,6.0,11.46,4.9,8.453467937706518
41,42,0.88,1.0,5.5,7.3,4.516666666666667,7.616439973163242
265,22,18.9,1.0,54.5,58.05,36.6,43.551017828037196
75,74,2.02,1.0,8.5,10.3,8.85,9.868930137917951
7,213,7.64,2.0,24.5,46.42,26.0,23.472386442660238
43,151,0.98,1.0,5.5,7.3,4.583333333333333,7.91715601503776
74,168,1.32,1.0,6.5,8.3,5.433333333333334,8.653565608119095
42,42,0.9,1.0,5.5,6.3,4.35,7.548056944647461
264,264,4.1,1.0,18.0,18.8,24.266666666666666,17.049587968081205
134,134,0.21,1.0,10.3,12.72,1.1,11.312510237696223
42,166,0.61,1.0,5.0,7.8,5.15,7.6575775451385
7,131,10.83,1.0,34.0,35.8,31.95,28.997819910720466
74,166,1.76,1.0,9.5,13.39,10.716666666666667,11.006180274081881
244,152,1.92,1.0,0.0,0.0,19.35,3.4044180266394855
74,194,0.0,1.0,17.2,18.0,5.75,16.572473506910583
166,211,7.29,1.0,25.0,34.26,25.316666666666666,22.80339069397497
169,197,14.81,1.0,44.0,53.67,29.4,36.83867768403802
75,236,1.34,1.0,7.0,10.55,8.633333333333333,9.32816405256452
95,135,1.93,1.0,8.5,11.16,7.683333333333334,10.063822653067056
75,41,1.95,1.0,8.0,8.8,7.25,9.340368960865124
82,82,0.89,1.0,6.0,6.8,6.15,7.964134055113545
74,74,0.1,1.0,3.0,3.8,1.0166666666666666,5.736178520986819
43,142,2.25,1.0,9.0,12.55,8.316666666666666,10.597368690965276
166,263,2.62,1.0,13.0,19.03,16.733333333333334,13.857942582499543
75,140,1.77,1.0,9.0,13.05,9.533333333333333,10.572946051176865
179,7,1.27,1.0,6.0,6.8,5.6,7.596767097593027
226,226,1.94,1.0,20.0,23.55,33.266666666666666,18.668176483827168
95,157,3.4,1.0,14.0,14.8,15.016666666666667,14.068624121885863
95,102,2.69,1.0,11.0,11.8,12.533333333333333,11.696551284770898
33,52,0.55,1.0,4.5,6.3,3.816666666666667,6.91780903037999
41,236,2.35,1.0,10.5,16.86,12.333333333333334,12.159682747800693
130,215,1.71,1.0,10.0,12.36,7.416666666666667,11.319123038175235
41,166,1.68,1.0,9.0,9.8,12.066666666666666,10.483964456634778
43,166,0.9,1.0,5.5,6.3,5.366666666666666,7.89223079062648
42,74,1.39,1.0,6.5,8.3,6.366666666666666,8.443625400127866
181,62,1.71,1.0,11.0,11.8,14.883333333333333,11.44467044739793
7,7,0.71,1.0,4.5,5.3,3.9166666666666665,6.7679817380435505
210,195,13.7,2.0,44.5,46.3,40.416666666666664,36.539324970949004
24,24,0.2,5.0,3.0,4.8,1.1,5.4599571720086075
75,43,0.48,1.0,4.5,9.05,3.716666666666667,7.007765765346939
116,152,0.71,1.0,4.5,5.3,2.5166666666666666,6.994547483140951
74,151,2.5,1.0,10.5,11.3,12.566666666666666,11.497670424482095
52,37,9.01,1.0,30.5,32.3,33.833333333333336,26.07375257392861
75,74,0.9,1.0,6.5,8.75,6.533333333333333,8.419810935850835
74,262,2.74,1.0,12.0,18.66,13.566666666666666,13.307733208311282
75,243,7.4,1.0,22.0,23.3,15.75,20.291066763678813
7,7,0.86,1.0,5.0,5.8,3.8666666666666667,7.13776514467889
116,243,8.01,1.0,10.0,10.3,49.2,11.28282901794945
75,74,1.3,5.0,7.0,7.8,6.566666666666666,8.407712266314178
74,232,7.26,1.0,23.0,32.46,18.15,21.546270351497085
95,95,0.8,1.0,5.0,6.8,3.533333333333333,7.30637768648169
74,236,2.63,5.0,13.5,17.05,19.2,13.85184641837223
74,41,0.5,1.0,4.5,5.3,3.3833333333333333,6.7534976356131455
97,257,3.45,2.0,13.0,16.56,13.866666666666667,13.717648280731412
75,236,0.89,1.0,5.0,10.86,3.6666666666666665,8.003236273736231
166,41,1.04,1.0,6.0,6.8,6.15,7.712779735890454
75,74,1.79,1.0,10.0,10.8,12.833333333333334,10.911495825690292
166,152,0.71,1.0,5.5,7.3,5.95,7.719291966833118
74,42,2.03,1.0,10.0,10.8,12.433333333333334,10.823898249216278
74,42,1.06,1.0,6.0,6.8,6.166666666666667,7.865641748490422
41,166,0.67,1.0,5.5,7.3,5.033333333333333,7.9622352227194035
74,116,2.23,1.0,10.5,11.8,12.233333333333333,11.433427904538332
74,168,1.32,1.0,6.5,7.3,6.166666666666667,8.586812865562203
65,61,2.2,1.0,10.5,11.8,11.833333333333334,11.294726210890303
74,262,2.5,1.0,11.5,19.26,13.333333333333334,13.011373611044537
42,246,7.05,1.0,24.0,28.05,22.9,22.015922563194643
41,116,2.05,1.0,10.5,12.3,14.233333333333333,11.520626152161402
7,83,1.55,5.0,8.0,8.8,9.0,9.283298521331545
25,133,0.0,1.0,17.2,18.0,18.333333333333332,16.482289550363248
181,197,9.45,1.0,35.0,36.8,44.36666666666667,29.63753327597739
74,169,6.33,1.0,27.5,31.05,34.166666666666664,24.304014430120468
65,39,6.9,1.0,27.5,29.3,34.1,23.839367196145346
42,42,0.46,1.0,4.0,6.0,2.7666666666666666,6.518810483303491
75,69,4.25,1.0,18.5,19.3,24.45,17.18386577834846
42,42,0.27,1.0,3.5,4.3,1.85,6.068921915624777
76,89,6.0,2.0,32.5,33.3,48.666666666666664,27.520554846308528
75,186,6.0,1.0,23.5,27.05,29.066666666666666,21.391565387225114
41,166,0.74,1.0,5.0,6.8,4.466666666666667,7.592462100947142
74,42,0.63,1.0,6.5,7.3,7.65,8.23539804048674
75,75,0.65,1.0,6.5,7.3,7.766666666666667,8.325796522338656
43,238,0.77,1.0,4.5,6.1,3.0833333333333335,7.406864157655458
78,75,5.56,1.0,23.0,26.55,30.466666666666665,20.707323450521855
74,262,1.58,1.0,7.5,12.55,6.716666666666667,9.872219515458385
74,42,0.93,1.0,6.5,7.3,6.966666666666667,8.235412065300025
195,195,1.34,1.0,6.0,10.3,5.7,8.32859053532314
74,262,2.94,1.0,12.5,19.26,14.25,13.68419422667119
80,90,0.0,1.0,20.2,21.0,25.833333333333332,18.491314490473066
130,39,10.04,1.0,29.0,30.3,22.15,24.809437439079964
74,263,1.96,5.0,8.0,13.86,7.766666666666667,10.013769859652474
41,151,1.75,1.0,8.5,11.3,9.666666666666666,10.205865561880477
75,238,2.6,1.0,12.5,16.05,14.65,13.401340794375418
168,42,0.85,1.0,6.0,6.8,6.15,7.712297162155543
74,42,1.35,3.0,8.5,10.3,10.966666666666667,9.638738876105847
32,108,29.4,1.0,81.5,88.42,51.983333333333334,64.36429775420561
166,152,1.48,2.0,6.5,8.3,6.1,8.38760518060905
75,74,1.21,1.0,6.5,9.96,6.866666666666666,8.500596246651737
97,49,1.34,1.0,7.5,9.96,8.8,9.067796745656558
42,140,4.5,1.0,14.5,19.05,13.866666666666667,14.727820676004466
74,41,1.52,2.0,9.0,9.3,12.25,9.976880925055905
43,162,2.43,1.0,11.5,19.26,15.283333333333333,12.783063133955668
166,243,4.22,1.0,14.5,17.0,12.483333333333333,14.675934372169566
95,134,1.13,1.0,6.0,6.8,5.433333333333334,8.08795443072594
41,43,1.28,1.0,6.5,8.76,5.016666666666667,8.389506473487574
82,223,2.71,1.0,11.5,13.3,13.166666666666666,12.491726044154086
244,243,1.3,1.0,8.5,10.3,11.283333333333333,10.06451897963024
213,94,5.9,2.0,24.5,28.05,28.3,21.5781643887791
74,186,5.11,1.0,21.0,24.55,30.45,19.544273030081996
244,246,7.21,1.0,21.0,27.05,12.05,19.60127053165533
74,166,2.32,1.0,11.0,13.57,13.1,12.02742201624434
166,238,1.15,3.0,7.0,12.66,6.95,9.183588708526553
130,205,2.59,1.0,11.0,11.8,11.383333333333333,11.926695182298966
244,142,6.02,2.0,20.0,26.55,16.983333333333334,18.533732854883752
145,135,9.02,1.0,30.0,30.8,27.9,25.758817909510363
41,236,1.97,6.0,9.5,14.05,11.366666666666667,10.942911872040696
76,75,20.23,1.0,58.0,67.67,40.78333333333333,47.00414608624131
42,42,0.68,1.0,4.0,7.8,2.4,6.638975704768973
75,141,1.66,2.0,9.0,16.26,10.366666666666667,10.718730391190444
97,189,1.68,1.0,10.0,10.8,12.733333333333333,11.196310134504992
65,61,2.2,1.0,10.0,14.1,11.183333333333334,11.111857495820905
74,75,1.16,3.0,6.0,7.3,4.933333333333334,7.848500419112984
95,164,10.77,1.0,35.5,39.05,39.1,30.172444912442344
119,132,23.55,1.0,64.5,74.17,40.31666666666667,51.900210699215165
42,74,0.0,1.0,2.5,3.3,39.15,5.418596522106515
74,75,1.75,1.0,9.5,12.36,12.466666666666667,10.683648182639853
42,7,7.71,1.0,23.5,27.55,17.216666666666665,20.97966564456175
74,141,3.0,1.0,12.5,16.05,14.866666666666667,13.132481912719927
14,226,16.19,1.0,46.0,46.8,35.68333333333333,38.05946396096477
74,238,3.16,1.0,12.0,16.55,12.35,13.099974543301524
65,189,1.37,5.0,7.0,10.79,7.666666666666667,8.94432476054811
97,33,1.3,1.0,8.5,12.09,11.0,9.838158254592589
74,151,1.66,2.0,11.7,12.0,11.733333333333333,12.280442558173089
74,75,0.46,1.0,4.0,9.8,3.2666666666666666,6.812300602544335
75,237,2.4,1.0,11.0,16.55,13.466666666666667,12.42271899638787
166,238,1.35,1.0,7.0,13.71,6.466666666666667,9.396239581491269
74,75,1.4,1.0,7.5,9.95,8.116666666666667,9.177157618994578
197,247,14.3,1.0,42.0,51.67,31.65,35.453311605426336
91,14,7.57,1.0,32.5,33.3,45.53333333333333,27.358279209857876
255,112,1.0,1.0,5.0,7.2,3.3666666666666667,7.119501541124465
25,61,2.77,1.0,11.5,13.3,13.766666666666667,12.132930855629077
166,166,0.5,1.0,5.5,6.3,6.183333333333334,7.691571914463026
130,130,2.32,1.0,10.5,11.3,12.4,11.347749875259202
169,213,3.7,1.0,14.0,14.8,13.833333333333334,14.104097826886822
75,41,1.62,1.0,7.0,7.8,6.683333333333334,8.600800745113116
74,74,1.0,1.0,6.0,8.15,5.6,8.044995163250654
65,189,1.97,1.0,11.5,15.96,15.85,12.602166982554968
74,151,1.6,1.0,8.5,10.3,10.133333333333333,10.085275515684346
41,151,0.98,1.0,6.0,7.8,5.6,8.29019485115934
244,238,5.13,1.0,17.0,23.55,13.083333333333334,16.654028506080984
244,238,4.98,1.0,16.5,20.05,13.883333333333333,16.083986871774968
75,75,0.65,1.0,4.5,6.3,3.05,6.913443687980768
41,140,4.07,1.0,20.0,26.55,30.1,18.930477616347964
95,135,2.32,1.0,9.5,10.8,10.133333333333333,10.712609943904347
166,238,1.65,1.0,9.0,13.55,11.083333333333334,10.731173259296451
69,197,14.71,1.0,56.5,66.67,59.85,46.279581330740314
42,75,1.9,1.0,9.0,9.8,10.666666666666666,10.228567221436759
82,129,1.58,1.0,7.5,8.8,6.816666666666666,9.237943141515547
227,247,20.66,1.0,57.0,60.55,38.06666666666667,46.089437345487426
74,41,1.1,1.0,6.5,7.3,6.166666666666667,8.232631262154499
41,239,2.87,1.0,14.5,18.05,18.9,14.938709256340918
167,159,0.73,1.0,4.0,4.8,2.033333333333333,6.561101009409301
75,161,2.69,1.0,11.0,14.55,12.066666666666666,12.077282027574764
7,179,1.15,1.0,6.0,8.76,6.433333333333334,8.487831958699392
74,41,1.45,1.0,8.0,11.62,8.35,9.530219541133189
166,226,9.43,1.0,31.5,46.1,29.55,28.00887476596575
75,42,3.12,1.0,12.5,13.8,13.5,12.704576327513367
166,143,2.96,1.0,11.0,18.91,9.566666666666666,12.169697991613534
75,107,6.13,1.0,20.5,26.05,18.75,19.086107291747823
166,75,2.2,1.0,10.0,17.45,11.766666666666667,11.20976837535192
128,127,0.44,1.0,4.0,4.8,2.8333333333333335,6.535465051729954
46,89,28.35,2.0,79.5,86.42,58.43333333333333,62.7380441652372
97,61,1.56,1.0,8.5,11.16,8.833333333333334,9.854175373965063
166,75,5.2,2.0,17.5,21.95,22.75,16.485020737542314
42,152,0.54,1.0,4.0,5.3,1.6833333333333333,6.778849862833238
75,41,1.5,1.0,7.0,8.8,6.533333333333333,8.667547877744694
97,33,0.8,2.0,5.5,8.8,4.766666666666667,7.52884264748788
260,82,1.82,2.0,9.0,9.8,10.616666666666667,9.821202997237947
41,42,1.3,1.0,6.5,10.38,6.3,8.49485810087757
166,239,2.53,1.0,10.0,16.86,8.75,11.62775477305229
75,166,2.55,1.0,11.5,14.3,12.95,12.41093107267153
244,143,6.1,1.0,18.5,28.67,11.9,17.74011666244577
74,24,1.95,1.0,9.0,12.74,10.45,10.230397274210953
74,75,0.68,1.0,4.5,5.3,3.85,6.848323568851647
42,244,1.59,1.0,7.5,8.3,6.983333333333333,9.590522387656538
166,244,2.7,1.0,12.0,12.8,14.666666666666666,12.716290430165108
74,43,1.36,1.0,8.0,10.56,10.083333333333334,9.46503492765834
74,74,0.36,1.0,3.5,5.59,2.55,6.192078107952087
95,196,1.96,6.0,11.0,11.8,14.116666666666667,11.602281849947918
41,142,3.51,1.0,14.0,21.55,15.916666666666666,14.565464949588485
74,41,0.96,1.0,5.5,6.3,4.766666666666667,7.493071928784242
41,74,0.96,1.0,7.0,8.8,8.383333333333333,8.815012913070625
74,41,1.07,1.0,6.0,7.1,5.183333333333334,7.8828792882115435
75,263,0.71,1.0,5.5,9.05,6.316666666666666,8.294101682343012
166,42,3.12,1.0,12.0,13.8,12.816666666666666,12.219735198436867
244,244,0.5,1.0,4.5,5.3,3.85,7.042306434281409
42,236,2.0,1.0,8.5,12.05,9.966666666666667,10.491354381072433
74,238,2.8,1.0,13.0,16.55,16.833333333333332,13.77275775942608
127,244,3.02,1.0,13.0,13.8,13.166666666666666,13.519475795334591
42,151,1.97,1.0,9.5,10.8,10.166666666666666,10.843668300419164
74,159,1.78,1.0,10.0,10.8,12.416666666666666,11.150170375019284
41,152,1.2,1.0,6.5,9.36,6.883333333333334,8.73352818790114
75,41,1.12,1.0,5.5,6.8,3.716666666666667,7.524824559016666
75,236,1.41,1.0,6.5,12.06,6.533333333333333,9.092563943331612
74,42,1.1,1.0,7.5,8.3,9.15,8.974972801151612
74,236,1.53,1.0,7.0,9.36,6.166666666666667,9.25036839225001
43,237,1.5,1.0,7.0,15.01,6.2,9.680876585094556
42,116,2.52,1.0,12.0,12.8,16.866666666666667,12.561593343551635
75,142,2.26,1.0,11.5,16.05,13.133333333333333,12.460804801873266
75,137,4.65,1.0,16.0,23.46,14.716666666666667,15.96921080908599
244,163,7.0,1.0,22.5,26.05,18.0,20.312241745783
226,226,2.06,1.0,12.5,13.3,16.616666666666667,12.937966138290601
244,161,7.69,1.0,25.0,34.26,21.183333333333334,22.536736632917446
25,52,0.85,1.0,6.0,8.16,6.383333333333334,8.06423299277138
244,7,7.3,1.0,24.5,36.42,20.766666666666666,21.9150367185157
225,33,3.08,1.0,16.0,19.8,21.95,15.190109176707518
75,74,1.36,1.0,6.5,9.96,6.35,8.50060325905838
41,142,2.86,1.0,13.0,18.3,15.866666666666667,13.675688103282633
69,42,2.11,6.0,10.0,10.8,11.516666666666667,10.475680235387564
74,238,2.6,1.0,11.0,11.81,12.95,12.11074031802989
75,236,0.83,1.0,4.5,9.83,2.716666666666667,7.598078120989725
33,33,0.32,1.0,3.5,4.3,2.3666666666666667,6.058506486754146
130,180,2.88,1.0,13.0,14.8,15.183333333333334,13.402848295597114
108,178,4.0,1.0,30.0,30.8,48.13333333333333,25.938854675861087
213,51,7.92,2.0,25.0,25.8,19.583333333333332,21.644548901511115
82,173,1.73,1.0,10.0,10.8,13.933333333333334,11.176160777534964
74,234,6.96,1.0,28.0,34.55,40.81666666666667,25.055347289209642
